image_id,user,money,order_id,sim_arrival_time,sim_inter_arrival
Screenshot_2026-01-15-13-34-21-675_com.tencent.mm.jpg,Koala,14.35,4,3.9472864948406405,1.1682914131024922
Screenshot_2026-01-15-13-34-21-675_com.tencent.mm.jpg,正电荷夸克,6.05,5,5.786928275614242,1.839641780773602
Screenshot_2026-01-15-13-34-21-675_com.tencent.mm.jpg,aMbZfcaYn,3.4,6,6.847767975494354,1.0608396998801115
Screenshot_2026-01-15-13-34-21-675_com.tencent.mm.jpg,Mp.W,15.04,7,7.529795609883577,0.6820276343892232
Screenshot_2026-01-15-13-34-21-675_com.tencent.mm.jpg,刘思远,18.3,8,9.14179963234354,1.6120040224599625
Screenshot_2026-01-15-13-34-21-675_com.tencent.mm.jpg,凡,6.79,9,10.30289921822101,1.1610995858774689
Screenshot_2026-01-15-13-34-21-675_com.tencent.mm.jpg,Taka,2.94,10,11.731038279412678,1.4281390611916684
Screenshot_2026-01-15-13-34-26-006_com.tencent.mm.jpg,Albert,4.77,1,1.901019194127501,1.901019194127501
Screenshot_2026-01-15-13-34-26-006_com.tencent.mm.jpg,早睡早起,3.41,2,3.4659980432002717,1.5649788490727707
Screenshot_2026-01-15-13-34-26-006_com.tencent.mm.jpg,Koala,21.7,3,4.803053169549461,1.3370551263491894
Screenshot_2026-01-15-13-34-26-006_com.tencent.mm.jpg,鲸落,17.06,4,6.556424210310369,1.753371040760908
Screenshot_2026-01-15-13-34-26-006_com.tencent.mm.jpg,正电荷夸克,17.56,5,7.620697032811935,1.064272822501566
Screenshot_2026-01-15-13-34-26-006_com.tencent.mm.jpg,aMbZfcaYn,14.03,6,8.309274531831496,0.6885774990195607
Screenshot_2026-01-15-13-34-26-006_com.tencent.mm.jpg,Mp.W,3.74,7,9.535839369202169,1.2265648373706726
Screenshot_2026-01-15-13-34-26-006_com.tencent.mm.jpg,刘思远,0.81,8,10.674980149824046,1.139140780621878
Screenshot_2026-01-15-13-34-26-006_com.tencent.mm.jpg,凡,4.87,9,12.491668839468648,1.816688689644602
Screenshot_2026-01-15-13-34-26-006_com.tencent.mm.jpg,Taka,12.05,10,13.419970251472456,0.9283014120038091
